frame,landmark_index,x,y,z,visibility
0,0,0.3181102573871612,0.4331102669239044,-0.2727735042572021,0.999956488609314
0,1,0.3217336237430572,0.427269697189331,-0.2648028135299682,0.9998824596405028
0,2,0.3239677250385284,0.427520215511322,-0.2647459208965301,0.999883770942688
0,3,0.3262305855751037,0.4280329048633575,-0.2647507190704345,0.9998881816864014
0,4,0.3161638081073761,0.4268784821033478,-0.2645039856433868,0.9998533725738524
0,5,0.3144543468952179,0.4266619682312011,-0.2645638585090637,0.99984610080719
0,6,0.3127783238887787,0.4264585375785827,-0.2645713090896606,0.9998459815979004
0,7,0.330727219581604,0.4325575530529022,-0.2006047815084457,0.999889612197876
0,8,0.3099727630615234,0.4294134378433227,-0.1974643766880035,0.999800145626068
0,9,0.3220230937004089,0.4409859180450439,-0.2473222613334655,0.9999324083328248
0,10,0.3149747550487518,0.440702736377716,-0.2464624196290969,0.99989914894104
0,11,0.3533982336521148,0.4691723883152008,-0.1778242290019989,0.9998005032539368
0,12,0.2853615283966064,0.4672156572341919,-0.1776193529367447,0.9997904896736144
0,13,0.3867010176181793,0.4506924450397491,-0.3113629221916199,0.995943009853363
0,14,0.249254897236824,0.4388183653354645,-0.2862525582313537,0.99949848651886
0,15,0.4235646724700928,0.4229647517204284,-0.4863690137863159,0.9949493408203124
0,16,0.2151063084602356,0.4074382185935974,-0.4141511917114258,0.9990718364715576
0,17,0.4330380260944366,0.4095507562160492,-0.5246904492378235,0.985142171382904
0,18,0.2055686265230178,0.3943847715854645,-0.4513458013534546,0.9956608414649964
0,19,0.4321067929267883,0.4048851132392883,-0.5387505888938904,0.9867445826530457
0,20,0.2071364223957061,0.3895751237869262,-0.4571672677993774,0.9959868788719176
0,21,0.4286900460720062,0.4106181263923645,-0.5002616047859192,0.987488567829132
0,22,0.2112052738666534,0.3951504528522491,-0.4243807196617126,0.9955044388771056
0,23,0.3356658518314361,0.6169942617416382,-0.0032609244808554,0.9996764659881592
0,24,0.298074334859848,0.6159494519233704,0.0030973581597208,0.9997493624687196
0,25,0.33058962225914,0.7219477295875549,-0.0034708932507783,0.9888643026351928
0,26,0.3033574521541595,0.7207719087600708,-0.0023703032638877,0.9936277866363524
