frame,landmark_index,x,y,z,visibility
frame_000003.png,4,-0.01683,-0.630686,-0.181121,0.997832
frame_000003.png,5,-0.015671,-0.631291,-0.191688,0.998409
frame_000003.png,6,-0.012669,-0.616647,-0.173321,0.99856
frame_000003.png,7,0.063072,-0.628494,-0.106196,0.997981
frame_000003.png,8,-0.044207,-0.592205,-0.078229,0.997048
frame_000003.png,9,0.017757,-0.59328,-0.132183,0.997883
frame_000003.png,10,-0.014287,-0.56221,-0.151007,0.997815
frame_000003.png,11,0.183398,-0.521877,-0.00619,0.999836
frame_000003.png,12,-0.106557,-0.602005,0.074492,0.999601
frame_000003.png,13,0.382635,-0.607346,-0.024932,0.979899
frame_000003.png,14,-0.29204,-0.595969,-0.011444,0.94155
frame_000003.png,15,0.565104,-0.666607,-0.049801,0.990064
frame_000003.png,16,-0.471915,-0.710067,-0.136518,0.97607
frame_000003.png,17,0.606348,-0.68925,-0.05547,0.983118
frame_000003.png,18,-0.490393,-0.742925,-0.182606,0.965995
frame_000003.png,19,0.595258,-0.700539,-0.084488,0.986463
frame_000003.png,20,-0.470133,-0.77945,-0.204903,0.970105
frame_000003.png,21,0.574932,-0.653435,-0.068601,0.985196
frame_000003.png,22,-0.475361,-0.726089,-0.155136,0.969095
frame_000003.png,23,0.083522,0.00401,0.010751,0.999951
frame_000003.png,24,-0.08032,-0.007914,-0.007588,0.99994
frame_000003.png,25,0.078935,0.418765,-0.023492,0.897312
frame_000003.png,26,-0.042402,0.353659,5.3e-05,0.859483
frame_000003.png,27,0.05485,0.778121,0.14024,0.93904
frame_000003.png,28,-0.060207,0.738878,0.159904,0.933396
frame_000003.png,29,0.028432,0.810525,0.158314,0.769363
frame_000003.png,30,-0.06068,0.773704,0.134588,0.764372
frame_000003.png,31,0.014896,0.82978,0.090461,0.945769
frame_000003.png,32,-0.084165,0.792177,0.053314,0.928821
frame_000004.png,0,-0.022115,-0.582417,-0.198457,0.999415
frame_000004.png,1,-0.003529,-0.602068,-0.199941,0.997384
frame_000004.png,2,-0.002943,-0.604956,-0.190809,0.997362
frame_000004.png,3,-0.003963,-0.604906,-0.192713,0.9979
frame_000004.png,4,-0.019023,-0.613307,-0.210623,0.998489
frame_000004.png,5,-0.017929,-0.613685,-0.221526,0.998819
frame_000004.png,6,-0.015111,-0.599247,-0.20288,0.998926
frame_000004.png,7,0.065384,-0.613891,-0.121966,0.998396
frame_000004.png,8,-0.055247,-0.582225,-0.099924,0.997439
frame_000004.png,9,0.017518,-0.575835,-0.157775,0.998023
frame_000004.png,10,-0.018176,-0.546062,-0.177868,0.997984
frame_000004.png,11,0.180223,-0.511234,-0.01002,0.999818
frame_000004.png,12,-0.114585,-0.597163,0.059836,0.999534
frame_000004.png,13,0.380269,-0.586272,-0.026248,0.972178
frame_000004.png,14,-0.299357,-0.591803,-0.023847,0.939162
frame_000004.png,15,0.560466,-0.64806,-0.052221,0.988015
frame_000004.png,16,-0.478719,-0.703821,-0.142976,0.968587
frame_000004.png,17,0.600087,-0.672814,-0.058924,0.980079
frame_000004.png,18,-0.4974,-0.73761,-0.189425,0.952983
frame_000004.png,19,0.587823,-0.684671,-0.08814,0.984176
frame_000004.png,20,-0.477489,-0.773551,-0.211118,0.959097
frame_000004.png,21,0.569532,-0.635357,-0.071277,0.982338
frame_000004.png,22,-0.482583,-0.719663,-0.161504,0.957457
frame_000004.png,23,0.084682,0.004123,0.013057,0.999936
frame_000004.png,24,-0.081504,-0.007907,-0.009888,0.999923
frame_000004.png,25,0.076354,0.417551,-0.026217,0.842036
frame_000004.png,26,-0.044726,0.355049,-0.004541,0.810277
frame_000004.png,27,0.056791,0.772021,0.140292,0.890698
frame_000004.png,28,-0.062719,0.734206,0.159242,0.903167
frame_000004.png,29,0.031059,0.804043,0.158307,0.67174
frame_000004.png,30,-0.063153,0.768466,0.133963,0.69209
frame_000004.png,31,0.023876,0.824881,0.091933,0.905672
frame_000004.png,32,-0.084819,0.785605,0.053255,0.894668
frame_000005.png,0,-0.021337,-0.565895,-0.218738,0.999627
frame_000005.png,1,-0.003535,-0.586746,-0.219398,0.998401
frame_000005.png,2,-0.002649,-0.589352,-0.210112,0.998354
frame_000005.png,3,-0.003639,-0.589278,-0.212015,0.998749
frame_000005.png,4,-0.019757,-0.597692,-0.230455,0.999013
frame_000005.png,5,-0.018701,-0.597756,-0.241459,0.999168
frame_000005.png,6,-0.015857,-0.583496,-0.222628,0.99924
frame_000005.png,7,0.068774,-0.604147,-0.136079,0.99902
frame_000005.png,8,-0.059967,-0.572811,-0.114711,0.99796
frame_000005.png,9,0.020038,-0.561824,-0.175632,0.998461
frame_000005.png,10,-0.018025,-0.532102,-0.195864,0.998235
frame_000005.png,11,0.183789,-0.509726,-0.014281,0.999849
frame_000005.png,12,-0.11256,-0.594041,0.048154,0.999493
frame_000005.png,13,0.384566,-0.589451,-0.021234,0.97956
frame_000005.png,14,-0.288771,-0.590936,-0.029895,0.948489
frame_000005.png,15,0.566764,-0.649996,-0.037218,0.990493
frame_000005.png,16,-0.470465,-0.70685,-0.139083,0.966229
frame_000005.png,17,0.606868,-0.67506,-0.0424,0.982964
frame_000005.png,18,-0.490245,-0.742328,-0.184599,0.947654
frame_000005.png,19,0.594815,-0.684203,-0.07265,0.986499
frame_000005.png,20,-0.472809,-0.778374,-0.206577,0.954658
frame_000005.png,21,0.57604,-0.635999,-0.056547,0.985052
frame_000005.png,22,-0.475939,-0.723276,-0.157568,0.953059
frame_000005.png,23,0.085279,0.004147,0.016033,0.999922
frame_000005.png,24,-0.082171,-0.007777,-0.012973,0.999897
frame_000005.png,25,0.072105,0.421975,-0.020592,0.838149
frame_000005.png,26,-0.036456,0.356564,-0.013297,0.806323
frame_000005.png,27,0.05993,0.774364,0.143164,0.857582
frame_000005.png,28,-0.05285,0.731149,0.154087,0.851048
frame_000005.png,29,0.036563,0.806804,0.161053,0.659148
frame_000005.png,30,-0.052626,0.765236,0.128818,0.609894
frame_000005.png,31,0.048951,0.828816,0.101286,0.872752
frame_000005.png,32,-0.072158,0.780448,0.053846,0.835744
frame_000006.png,0,-0.028254,-0.566222,-0.223578,0.999668
frame_000006.png,1,-0.009707,-0.587509,-0.225366,0.998694
frame_000006.png,2,-0.009018,-0.590012,-0.216189,0.998704
frame_000006.png,3,-0.009832,-0.589957,-0.217549,0.998912
frame_000006.png,4,-0.026534,-0.598198,-0.234729,0.999153
frame_000006.png,5,-0.025335,-0.598545,-0.245807,0.999325
frame_000006.png,6,-0.022247,-0.583946,-0.226955,0.999355
frame_000006.png,7,0.068522,-0.608691,-0.142543,0.999153
frame_000006.png,8,-0.06118,-0.576657,-0.113202,0.99841
frame_000006.png,9,0.014991,-0.563011,-0.179217,0.998253
frame_000006.png,10,-0.023015,-0.533274,-0.197664,0.998034
frame_000006.png,11,0.18183,-0.516356,-0.01935,0.999824
frame_000006.png,12,-0.103759,-0.603121,0.056175,0.999436
frame_000006.png,13,0.371658,-0.591325,-0.038466,0.983523
frame_000006.png,14,-0.28235,-0.599371,-0.012317,0.95043
frame_000006.png,15,0.561198,-0.648905,-0.06448,0.993026
frame_000006.png,16,-0.471979,-0.715139,-0.120392,0.976222
frame_000006.png,17,0.605891,-0.674848,-0.069571,0.987165
frame_000006.png,18,-0.49281,-0.752368,-0.1651,0.963305
frame_000006.png,19,0.599003,-0.68303,-0.099304,0.989973
frame_000006.png,20,-0.477036,-0.789153,-0.187467,0.969036
frame_000006.png,21,0.573544,-0.634705,-0.083295,0.988682
frame_000006.png,22,-0.478281,-0.731921,-0.138867,0.967604
frame_000006.png,23,0.083081,0.006256,0.01112,0.999872
frame_000006.png,24,-0.080025,-0.010036,-0.008145,0.999839
frame_000006.png,25,0.071117,0.429943,-0.018251,0.844618
frame_000006.png,26,-0.031323,0.358588,0.000807,0.794632
frame_000006.png,27,0.061039,0.782864,0.140585,0.899052
frame_000006.png,28,-0.061407,0.732958,0.174074,0.842477
frame_000006.png,29,0.036688,0.816205,0.158261,0.746806
frame_000006.png,30,-0.062893,0.767159,0.1504,0.613503
frame_000006.png,31,0.029724,0.846891,0.092196,0.919879
frame_000006.png,32,-0.075998,0.787963,0.070937,0.855281
frame_000007.png,0,-0.036721,-0.594602,-0.191645,0.99916
frame_000007.png,1,-0.018077,-0.615033,-0.196319,0.996613
frame_000007.png,2,-0.017213,-0.617845,-0.187231,0.99666
frame_000007.png,3,-0.018139,-0.617759,-0.189178,0.997471
frame_000007.png,4,-0.029967,-0.625891,-0.204836,0.997891
frame_000007.png,5,-0.028781,-0.626047,-0.215298,0.998349
frame_000007.png,6,-0.025939,-0.611478,-0.196833,0.998518
frame_000007.png,7,0.054701,-0.624458,-0.132861,0.998187
frame_000007.png,8,-0.051925,-0.590849,-0.099627,0.996487
frame_000007.png,9,0.005445,-0.587362,-0.155398,0.99764
frame_000007.png,10,-0.02672,-0.556506,-0.173083,0.997313
frame_000007.png,11,0.179852,-0.517126,-0.019357,0.999839
frame_000007.png,12,-0.108281,-0.601424,0.054418,0.999484
frame_000007.png,13,0.38133,-0.584603,-0.025213,0.979243
frame_000007.png,14,-0.291148,-0.590564,-0.027579,0.941458
frame_000007.png,15,0.572639,-0.63821,-0.02945,0.991973
frame_000007.png,16,-0.472114,-0.702501,-0.142287,0.969736
frame_000007.png,17,0.618178,-0.663548,-0.030263,0.985197
frame_000007.png,18,-0.49004,-0.73803,-0.187136,0.953935
frame_000007.png,19,0.609781,-0.674149,-0.06098,0.988261
frame_000007.png,20,-0.471086,-0.775933,-0.209747,0.960542
frame_000007.png,21,0.584776,-0.624941,-0.049056,0.987122
frame_000007.png,22,-0.476172,-0.719866,-0.161442,0.958138
frame_000007.png,23,0.083402,0.004047,0.014908,0.999897
frame_000007.png,24,-0.080239,-0.007873,-0.011881,0.999861
frame_000007.png,25,0.07314,0.4174,-0.016489,0.773004
frame_000007.png,26,-0.03995,0.354755,-0.014084,0.703721
frame_000007.png,27,0.043441,0.775807,0.126091,0.841058
frame_000007.png,28,-0.067362,0.734036,0.137998,0.783713
frame_000007.png,29,0.017859,0.807898,0.14168,0.65312
frame_000007.png,30,-0.068383,0.76831,0.111586,0.531427
frame_000007.png,31,0.026498,0.826007,0.076983,0.868425
frame_000007.png,32,-0.084634,0.783542,0.032201,0.790677
frame_000008.png,0,-0.03662,-0.595173,-0.222853,0.999529
frame_000008.png,1,-0.012012,-0.614253,-0.227598,0.998155
frame_000008.png,2,-0.010805,-0.617083,-0.218139,0.99823
frame_000008.png,3,-0.012106,-0.616712,-0.220151,0.998512
frame_000008.png,4,-0.025505,-0.628729,-0.234469,0.99878
frame_000008.png,5,-0.024708,-0.628744,-0.244614,0.999088
frame_000008.png,6,-0.022357,-0.61429,-0.225953,0.999137
frame_000008.png,7,0.073106,-0.618746,-0.156234,0.998687
frame_000008.png,8,-0.043923,-0.601514,-0.116574,0.997722
frame_000008.png,9,0.007389,-0.585473,-0.184053,0.99764
frame_000008.png,10,-0.02793,-0.559182,-0.19966,0.997578
frame_000008.png,11,0.186959,-0.521394,-0.039047,0.999802
frame_000008.png,12,-0.101974,-0.609635,0.048942,0.999495
frame_000008.png,13,0.385248,-0.592695,-0.043016,0.98574
frame_000008.png,14,-0.290966,-0.593445,-0.008573,0.955298
frame_000008.png,15,0.574488,-0.639108,-0.040208,0.994641
frame_000008.png,16,-0.488263,-0.695806,-0.098575,0.976818
frame_000008.png,17,0.622041,-0.660511,-0.038388,0.988595
frame_000008.png,18,-0.506655,-0.726619,-0.137816,0.959131
frame_000008.png,19,0.615311,-0.669905,-0.069722,0.991015
frame_000008.png,20,-0.488054,-0.764509,-0.16048,0.965392
frame_000008.png,21,0.586612,-0.624035,-0.059091,0.990235
frame_000008.png,22,-0.490887,-0.712975,-0.117526,0.964859
frame_000008.png,23,0.085214,0.004638,0.010261,0.999903
frame_000008.png,24,-0.081857,-0.007784,-0.007395,0.999871
frame_000008.png,25,0.064982,0.41568,-0.024718,0.834033
frame_000008.png,26,-0.057731,0.346177,-0.000497,0.76318
frame_000008.png,27,0.04676,0.770896,0.118693,0.89837
frame_000008.png,28,-0.081039,0.730377,0.144207,0.848444
frame_000008.png,29,0.021522,0.803184,0.13411,0.724427
frame_000008.png,30,-0.081864,0.765262,0.118605,0.620475
frame_000008.png,31,0.016285,0.829045,0.069308,0.913891
frame_000008.png,32,-0.102502,0.782205,0.040656,0.854461
frame_000009.png,0,-0.032397,-0.608234,-0.217571,0.999756
frame_000009.png,1,-0.007232,-0.626531,-0.218824,0.999092
frame_000009.png,2,-0.00686,-0.629315,-0.21001,0.999173
frame_000009.png,3,-0.008063,-0.629232,-0.211574,0.999274
frame_000009.png,4,-0.023189,-0.639895,-0.225591,0.999348
frame_000009.png,5,-0.022471,-0.640398,-0.235941,0.99952
frame_000009.png,6,-0.019395,-0.625872,-0.217436,0.99951
frame_000009.png,7,0.076177,-0.62721,-0.1436,0.999417
frame_000009.png,8,-0.044519,-0.603757,-0.105502,0.998779
frame_000009.png,9,0.011264,-0.596377,-0.178737,0.999095
frame_000009.png,10,-0.02467,-0.569407,-0.194722,0.998992
frame_000009.png,11,0.188663,-0.523034,-0.036759,0.999898
frame_000009.png,12,-0.10969,-0.607381,0.058307,0.999676
frame_000009.png,13,0.386148,-0.589061,-0.053403,0.994359
frame_000009.png,14,-0.298306,-0.593944,-0.00151,0.975872
frame_000009.png,15,0.57094,-0.631339,-0.069258,0.998055
frame_000009.png,16,-0.485463,-0.691187,-0.11069,0.989731
frame_000009.png,17,0.615494,-0.651507,-0.071537,0.995588
frame_000009.png,18,-0.5029,-0.720364,-0.155173,0.980672
frame_000009.png,19,0.607673,-0.661669,-0.10237,0.996497
frame_000009.png,20,-0.480683,-0.759771,-0.177429,0.983511
frame_000009.png,21,0.581698,-0.61633,-0.087677,0.995984
frame_000009.png,22,-0.485676,-0.707696,-0.129456,0.982852
frame_000009.png,23,0.087247,0.003777,0.008435,0.999933
frame_000009.png,24,-0.083976,-0.007081,-0.005327,0.999907
frame_000009.png,25,0.074807,0.41652,-0.02334,0.942801
frame_000009.png,26,-0.062895,0.34428,-0.002501,0.926911
frame_000009.png,27,0.05125,0.775428,0.154315,0.960444
frame_000009.png,28,-0.085215,0.721741,0.168799,0.951521
frame_000009.png,29,0.024729,0.809237,0.174431,0.838595
frame_000009.png,30,-0.086176,0.755523,0.147154,0.824449
frame_000009.png,31,0.005323,0.838975,0.112055,0.963868
frame_000009.png,32,-0.109009,0.781339,0.072844,0.950373
frame_000010.png,0,-0.014102,-0.60712,-0.231492,0.999746
frame_000010.png,1,0.007116,-0.626439,-0.23084,0.998895
frame_000010.png,2,0.007276,-0.629724,-0.221717,0.998966
frame_000010.png,3,0.00609,-0.62946,-0.223373,0.99915
frame_000010.png,4,-0.009889,-0.639077,-0.240177,0.999212
frame_000010.png,5,-0.009296,-0.639281,-0.250448,0.999403
frame_000010.png,6,-0.006533,-0.624614,-0.231981,0.999403
frame_000010.png,7,0.081343,-0.630786,-0.148861,0.999203
frame_000010.png,8,-0.044272,-0.600315,-0.124529,0.998222
frame_000010.png,9,0.02845,-0.597067,-0.190489,0.998957
frame_000010.png,10,-0.008977,-0.567871,-0.210183,0.998812
frame_000010.png,11,0.198694,-0.52932,-0.037315,0.999904
frame_000010.png,12,-0.111827,-0.607051,0.031162,0.999644
frame_000010.png,13,0.399263,-0.592563,-0.031256,0.993906
frame_000010.png,14,-0.30076,-0.595681,-0.049618,0.979453
frame_000010.png,15,0.580272,-0.636283,-0.018965,0.998009
frame_000010.png,16,-0.485789,-0.685671,-0.167683,0.987716
frame_000010.png,17,0.62098,-0.657504,-0.015359,0.99513
frame_000010.png,18,-0.504925,-0.713004,-0.217071,0.975174
frame_000010.png,19,0.611217,-0.671231,-0.049022,0.996236
frame_000010.png,20,-0.479652,-0.751809,-0.235801,0.978966
frame_000010.png,21,0.589759,-0.622478,-0.037091,0.995856
frame_000010.png,22,-0.484739,-0.701843,-0.185572,0.978095
frame_000010.png,23,0.088872,0.000598,0.017975,0.999876
frame_000010.png,24,-0.085855,-0.003805,-0.01486,0.999823
frame_000010.png,25,0.071679,0.411061,-0.004417,0.872893
frame_000010.png,26,-0.06174,0.340444,-0.01278,0.822932
frame_000010.png,27,0.054733,0.767353,0.170812,0.891331
frame_000010.png,28,-0.086252,0.720244,0.164318,0.844476
frame_000010.png,29,0.029794,0.800211,0.191109,0.673533
frame_000010.png,30,-0.086695,0.754381,0.143342,0.590438
frame_000010.png,31,0.025325,0.824459,0.133677,0.898281
frame_000010.png,32,-0.104771,0.774556,0.071748,0.839819
frame_000011.png,0,-0.014281,-0.609113,-0.211856,0.99954
frame_000011.png,1,0.00703,-0.6281,-0.21376,0.998102
frame_000011.png,2,0.007494,-0.631622,-0.204626,0.998211
frame_000011.png,3,0.006272,-0.6313,-0.206596,0.998573
frame_000011.png,4,-0.007589,-0.641071,-0.222467,0.998644
frame_000011.png,5,-0.006986,-0.641168,-0.232506,0.998969
frame_000011.png,6,-0.004498,-0.626488,-0.214173,0.999009
frame_000011.png,7,0.080357,-0.631519,-0.140763,0.99867
frame_000011.png,8,-0.035803,-0.602285,-0.112306,0.997194
frame_000011.png,9,0.028072,-0.599057,-0.174036,0.998344
frame_000011.png,10,-0.007049,-0.569892,-0.192428,0.998164
frame_000011.png,11,0.200522,-0.532535,-0.029089,0.999884
frame_000011.png,12,-0.106535,-0.608113,0.037317,0.999581
frame_000011.png,13,0.396989,-0.593,-0.02317,0.987151
frame_000011.png,14,-0.29781,-0.598776,-0.045254,0.96865
frame_000011.png,15,0.571818,-0.627249,-0.010267,0.995644
frame_000011.png,16,-0.481439,-0.687034,-0.155074,0.978007
frame_000011.png,17,0.611799,-0.645937,-0.006425,0.990491
frame_000011.png,18,-0.499914,-0.713461,-0.203336,0.957888
frame_000011.png,19,0.600194,-0.656925,-0.039564,0.992493
frame_000011.png,20,-0.4741,-0.750357,-0.221509,0.963735
frame_000011.png,21,0.580464,-0.611632,-0.028374,0.991862
frame_000011.png,22,-0.480331,-0.702644,-0.172729,0.962878
frame_000011.png,23,0.088973,-6e-05,0.019044,0.999921
frame_000011.png,24,-0.085806,-0.00299,-0.015833,0.999885
frame_000011.png,25,0.080076,0.408681,-0.004739,0.867158
frame_000011.png,26,-0.062155,0.338741,-0.020377,0.815415
frame_000011.png,27,0.062885,0.763578,0.162939,0.899128
frame_000011.png,28,-0.080729,0.715719,0.150003,0.845498
frame_000011.png,29,0.038103,0.795416,0.182236,0.668019
frame_000011.png,30,-0.080673,0.749695,0.128048,0.591385
frame_000011.png,31,0.041651,0.822751,0.126909,0.89817
frame_000011.png,32,-0.104139,0.770899,0.060454,0.836762
frame_000012.png,0,-0.018491,-0.591766,-0.235582,0.999696
frame_000012.png,1,0.00208,-0.611656,-0.23643,0.998697
frame_000012.png,2,0.002752,-0.614676,-0.227469,0.998849
frame_000012.png,3,0.001487,-0.614241,-0.228734,0.998981
frame_000012.png,4,-0.013728,-0.624374,-0.245475,0.999052
frame_000012.png,5,-0.013297,-0.624405,-0.255532,0.999314
frame_000012.png,6,-0.010478,-0.609694,-0.237016,0.999295
frame_000012.png,7,0.079756,-0.621907,-0.154076,0.999121
frame_000012.png,8,-0.047549,-0.595254,-0.126759,0.998121
frame_000012.png,9,0.024824,-0.583807,-0.193123,0.998578
frame_000012.png,10,-0.013148,-0.555797,-0.211853,0.998439
frame_000012.png,11,0.195344,-0.529144,-0.038196,0.999887
frame_000012.png,12,-0.107059,-0.609429,0.042249,0.999628
frame_000012.png,13,0.391534,-0.582679,-0.040057,0.993926
frame_000012.png,14,-0.297388,-0.589763,-0.002832,0.977733
frame_000012.png,15,0.570694,-0.618448,-0.030681,0.997979
frame_000012.png,16,-0.489098,-0.676181,-0.088518,0.990444
frame_000012.png,17,0.613237,-0.640317,-0.028084,0.995178
frame_000012.png,18,-0.506847,-0.705338,-0.132273,0.981172
frame_000012.png,19,0.604218,-0.651795,-0.059572,0.996253
frame_000012.png,20,-0.48495,-0.743447,-0.152978,0.984161
frame_000012.png,21,0.580289,-0.603668,-0.048131,0.995806
frame_000012.png,22,-0.489759,-0.693052,-0.106811,0.983487
frame_000012.png,23,0.087303,0.00252,0.013341,0.999866
frame_000012.png,24,-0.084033,-0.005871,-0.010626,0.999819
frame_000012.png,25,0.069058,0.408916,-0.005935,0.907751
frame_000012.png,26,-0.060728,0.335542,-0.007312,0.880222
frame_000012.png,27,0.052072,0.767179,0.168796,0.925146
frame_000012.png,28,-0.085003,0.717712,0.162638,0.894202
frame_000012.png,29,0.027701,0.800839,0.188444,0.771157
frame_000012.png,30,-0.085883,0.752033,0.141595,0.695116
frame_000012.png,31,0.022982,0.830752,0.134373,0.92949
frame_000012.png,32,-0.106175,0.773006,0.070546,0.888083
frame_000013.png,0,-0.028957,-0.597599,-0.224378,0.999646
frame_000013.png,1,-0.005263,-0.616691,-0.227924,0.998651
frame_000013.png,2,-0.004842,-0.619513,-0.218739,0.998779
frame_000013.png,3,-0.006022,-0.619365,-0.220346,0.998957
frame_000013.png,4,-0.020428,-0.629959,-0.234145,0.999017
frame_000013.png,5,-0.019744,-0.630262,-0.244509,0.999275
frame_000013.png,6,-0.017045,-0.615842,-0.225849,0.999262
frame_000013.png,7,0.079052,-0.622204,-0.154542,0.999195
frame_000013.png,8,-0.040147,-0.598354,-0.115244,0.998087
frame_000013.png,9,0.016074,-0.588062,-0.185578,0.998699
frame_000013.png,10,-0.019772,-0.560512,-0.201038,0.998487
frame_000013.png,11,0.196346,-0.522495,-0.040008,0.999896
frame_000013.png,12,-0.100928,-0.606625,0.04892,0.999612
frame_000013.png,13,0.393094,-0.582242,-0.040743,0.993298
frame_000013.png,14,-0.287112,-0.58387,-0.020979,0.968271
frame_000013.png,15,0.574917,-0.620628,-0.036374,0.997551
frame_000013.png,16,-0.479735,-0.679534,-0.137982,0.983538
frame_000013.png,17,0.618169,-0.640208,-0.034681,0.994314
frame_000013.png,18,-0.49925,-0.708992,-0.183962,0.970096
frame_000013.png,19,0.610988,-0.651295,-0.066234,0.995514
frame_000013.png,20,-0.479117,-0.747279,-0.205239,0.974695
frame_000013.png,21,0.585854,-0.605637,-0.054321,0.994865
frame_000013.png,22,-0.481438,-0.695623,-0.156792,0.974101
frame_000013.png,23,0.087802,0.004424,0.011056,0.999929
frame_000013.png,24,-0.084622,-0.007574,-0.007865,0.999897
frame_000013.png,25,0.072327,0.414373,-0.022489,0.933203
frame_000013.png,26,-0.059956,0.343642,-0.006888,0.905991
frame_000013.png,27,0.04644,0.774471,0.148384,0.955143
frame_000013.png,28,-0.082112,0.722622,0.165994,0.934501
frame_000013.png,29,0.019718,0.807875,0.16735,0.815634
frame_000013.png,30,-0.082837,0.756943,0.14385,0.775621
frame_000013.png,31,0.004942,0.837666,0.102103,0.958677
frame_000013.png,32,-0.103735,0.78114,0.069031,0.934263
frame_000014.png,0,0.003069,-0.591889,-0.228274,0.999547
frame_000014.png,1,0.021514,-0.611423,-0.230486,0.997977
frame_000014.png,2,0.022004,-0.614319,-0.221651,0.998206
frame_000014.png,3,0.020921,-0.614192,-0.223225,0.99842
frame_000014.png,4,0.006422,-0.622777,-0.242356,0.9986
